,분류,명칭,위도,경도
477,보안등,역삼1동 617-6,37.5032716558,127.027875546
478,보안등,역삼1동 618-8,37.5032535497,127.028237442
479,보안등,역삼1동 618-7,37.5031634036,127.028427406
480,보안등,역삼1동 618-2,37.5035490187,127.028490886
481,보안등,역삼1동 618-2,37.5035490187,127.028490886
482,보안등,역삼1동 616-9,37.5039671157,127.028364377
483,보안등,역삼1동 614-1,37.5039417504,127.028929846
484,보안등,역삼1동 613-22,37.5053324196,127.03083947100001
485,보안등,역삼1동 614-24,37.5050839047,127.030210548
486,보안등,역삼1동 614-3,37.5039849229,127.02923748200001
487,보안등,역삼1동 623-2,37.5040604855,127.029726085
488,보안등,역삼1동 671-32,37.5042453925,127.038402885
489,보안등,역삼1동 672-3,37.5041335674,127.03871044899999
490,보안등,역삼1동 672-5,37.5038452012,127.038846014
491,보안등,역삼1동 671-25,37.5034415686,127.03879152
492,보안등,역삼1동 672-25,37.503513580500005,127.038999652
493,보안등,역삼1동 671-22,37.5032469767,127.038714515
494,보안등,역삼1동 671-16,37.503477743299996,127.038379873
495,보안등,역삼1동 671-16,37.503477743299996,127.038379873
496,보안등,역삼1동 671-24,37.5035893572,127.038719215
497,보안등,역삼1동 671-5,37.5038057591,127.03822623100001
498,보안등,역삼1동 671-13,37.5034273325,127.03823961
499,보안등,역삼1동 671-15,37.5031353612,127.03837969799999
500,보안등,역삼1동 670-16,37.5031499452,127.037859471
501,보안등,역삼1동 669-14,37.5029951293,127.037366303
502,보안등,역삼1동 670-10,37.503459937399995,127.037714867
503,보안등,역삼1동 670-10,37.503459937399995,127.037714867
504,보안등,역삼1동 669-12,37.5033447708,127.037203621
505,보안등,역삼1동 670-4,37.5037699293,127.03757026
506,보안등,역삼1동789-7,37.49472064,127.036235887
507,보안등,역삼1동792-35,37.4940537399,127.036737643
508,보안등,역삼1동792-34,37.4939239752,127.036800904
509,보안등,역삼1동792-22,37.493794360500004,127.036380182
510,보안등,역삼1동792-26,37.4940069548,127.036520505
511,보안등,역삼1동792-36,37.4941835045,127.036674381
512,보안등,역삼1동792-38,37.4940897379,127.036873357
513,보안등,역삼1동792-45,37.494057181,127.037257815
514,보안등,역삼1동792-42,37.4942735108,127.03697748200001
515,보안등,역삼1동792-43,37.4943239146,127.03714486700001
516,보안등,역삼1동792-52,37.494424730300004,127.037452497
517,보안등,역삼1동792-55,37.494193986199996,127.037723776
518,보안등,역삼1동792-57,37.4941146208,127.03796346799999
519,보안등,역삼1동791-13,37.494370428,127.03820785200001
520,보안등,역삼1동791-11,37.494431780999996,127.037945535
521,보안등,역삼1동 622-7,37.5033326363,127.02906984799999
522,보안등,역삼1동 622-7,37.5033326363,127.02906984799999
523,보안등,역삼1동 622-6,37.5032497081,127.029214577
524,보안등,역삼1동 622-5,37.50317399,127.029350261
525,보안등,역삼1동 622-9,37.5030587728,127.028897839
526,보안등,역삼1동 621-11,37.502251434099996,127.029051334
527,보안등,역삼1동 621-7,37.5021433974,127.02870749
528,보안등,역삼1동 621-4,37.502096639,127.028318433
529,보안등,역삼1동 621-1,37.5019741927,127.027938395
530,보안등,역삼1동 619-13,37.5019310411,127.027526722
531,보안등,역삼1동 619-12,37.5020823794,127.027657966
532,보안등,역삼1동 834-36,37.493366108800004,127.03428121700001
533,보안등,역삼1동 834-38,37.4936184262,127.034159205
534,보안등,역삼1동 834-43,37.4939680573,127.034019145
535,보안등,역삼1동 692-7,37.5067159294,127.043647455
536,보안등,역삼1동 692-7,37.5067159294,127.043647455
537,보안등,역삼1동 692-8,37.506842041599995,127.043724436
538,보안등,역삼1동 692-18,37.5072926791,127.043358253
539,보안등,역삼1동 692-19,37.507195309000004,127.043525586
540,보안등,역삼1동 691,37.5068603406,127.042964415
541,보안등,역삼1동 691,37.5068603406,127.042964415
542,보안등,역삼1동 692-26,37.507303389499995,127.043634225
543,보안등,역삼1동 693-9,37.507530318600004,127.043969136
544,보안등,역삼1동 701,37.503861723200004,127.043161745
545,보안등,역삼1동 693,37.5078117142,127.043204736
546,보안등,역삼1동789-30,37.4941153818,127.03551640100001
547,보안등,역삼1동834-47,37.4943425626,127.03509132299999
548,보안등,역삼1동834-103,37.4937622265,127.03538506
549,보안등,역삼1동834-104,37.493704620100004,127.035190535
550,보안등,역삼1동834-58,37.493628853000004,127.035466415
551,보안등,역삼1동834-59,37.4935856454,127.035330699
552,보안등,역삼1동834-61,37.4933585984,127.035307976
553,보안등,역삼1동834-64,37.4932251557,127.03562001200001
554,보안등,역삼1동834-66,37.4931675483,127.035430012
555,보안등,역삼1동792-7,37.4934988816,127.03621268
556,보안등,역삼1동793-9,37.4930879026,127.036601474
557,보안등,역삼1동792-16,37.4937331365,127.03623541
558,보안등,역삼1동792-14,37.4939313871,127.036140518
559,보안등,역삼1동792-13,37.494025105700004,127.036095331
560,보안등,역삼1동792-25,37.494125904499995,127.036466284
561,보안등,역삼1동789-24,37.4943097434,127.036357816
562,보안등,역삼1동 622-9,37.5030587728,127.028897839
563,보안등,역삼1동 622-20,37.5025939724,127.028409095
564,보안등,역삼1동 618-19,37.5026048581,127.028101485
565,보안등,역삼1동 619-8,37.5023382809,127.02759020399999
566,보안등,역삼1동 619-7,37.5021833385,127.027458959
567,보안등,역삼1동 619-6,37.502032,127.027327716
568,보안등,역삼1동 619-15,37.5016392611,127.0268933
569,보안등,역삼1동 619-22,37.5016211955,127.027092335
570,보안등,역삼1동 619-22,37.5016211955,127.027092335
571,보안등,역삼1동 619-21,37.5014842239,127.027173712
572,보안등,역삼1동 619-19,37.5011634304,127.0273274
573,보안등,역삼1동 619-19,37.5011634304,127.0273274
574,보안등,역삼1동 619-19,37.5011634304,127.0273274
575,보안등,역삼1동 619-29,37.501022803000005,127.027630433
576,보안등,역삼1동 619-24,37.5013976604,127.027463195
577,보안등,역삼1동 621-16,37.5015273067,127.027883945
578,보안등,역삼1동 620-3,37.5015019394,127.028467489
579,보안등,역삼1동 620-3,37.5015019394,127.028467489
580,보안등,역삼1동 621-24,37.5017469802,127.02860329299999
581,보안등,역삼1동 621-24,37.5017469802,127.02860329299999
582,보안등,역삼1동836-34,37.4923931633,127.033787751
583,보안등,역삼1동836-34,37.4923931633,127.033787751
584,보안등,역삼1동836-32,37.4922093965,127.033651975
585,보안등,역삼1동836-78,37.492166078400004,127.033896204
586,보안등,역삼1동833,37.4933487196,127.032033186
587,보안등,역삼1동833,37.4933487196,127.032033186
588,보안등,역삼1동833,37.4933487196,127.032033186
589,보안등,역삼1동833,37.4933487196,127.032033186
590,보안등,역삼1동833,37.4933487196,127.032033186
591,보안등,역삼1동833,37.4933487196,127.032033186
592,보안등,역삼1동833,37.4933487196,127.032033186
593,보안등,역삼1동833,37.4933487196,127.032033186
594,보안등,역삼1동833,37.4933487196,127.032033186
595,보안등,역삼1동833,37.4933487196,127.032033186
596,보안등,역삼1동833,37.4933487196,127.032033186
597,보안등,역삼1동833,37.4933487196,127.032033186
598,보안등,역삼1동833,37.4933487196,127.032033186
599,보안등,역삼1동833,37.4933487196,127.032033186
600,보안등,역삼1동833,37.4933487196,127.032033186
601,보안등,역삼1동836-21,37.4909840112,127.033705702
602,보안등,역삼1동836-18,37.4914597804,127.033574746
603,보안등,역삼1동836-6,37.4917589916,127.033303495
604,보안등,역삼1동836-7,37.4917913959,127.033416587
605,보안등,역삼1동836-28,37.492054458,127.033529782
606,보안등,역삼1동836-27,37.4921661983,127.03347555399999
607,보안등,역삼1동833,37.4933487196,127.032033186
608,보안등,역삼1동833,37.4933487196,127.032033186
609,보안등,역삼1동833,37.4933487196,127.032033186
610,보안등,역삼1동833,37.4933487196,127.032033186
611,보안등,역삼1동833,37.4933487196,127.032033186
612,보안등,역삼1동833,37.4933487196,127.032033186
613,보안등,역삼1동833,37.4933487196,127.032033186
614,보안등,역삼1동615-3,37.504432221900004,127.02757287899999
615,보안등,역삼1동615-20,37.50455106,127.02797554600001
616,보안등,역삼1동615-20,37.50455106,127.02797554600001
617,보안등,역삼1동615-20,37.50455106,127.02797554600001
618,보안등,역삼1동615-20,37.50455106,127.02797554600001
619,보안등,역삼1동615-27,37.5047743125,127.02879445100001
620,보안등,역삼1동615-29,37.5048823388,127.02917902200001
621,보안등,역삼1동615-29,37.5048823388,127.02917902200001
622,보안등,역삼1동614-17,37.5049831149,127.029726451
623,보안등,역삼1동604,37.505426326999995,127.030052349
624,보안등,역삼1동604,37.505426326999995,127.030052349
625,보안등,역삼1동604,37.505426326999995,127.030052349
626,보안등,역삼1동603-11,37.5057218728,127.02998913200001
627,보안등,역삼1동603-11,37.5057218728,127.02998913200001
628,보안등,역삼1동604-2,37.5058334957,127.030387283
629,보안등,역삼1동604-2,37.5058334957,127.030387283
630,보안등,역삼1동604-1,37.5055956617,127.030265041
631,보안등,역삼1동615-30,37.5049760064,127.029328347
632,보안등,역삼1동 664-18,37.5050812337,127.03928999600001
633,보안등,역삼1동 664-10,37.5051606226,127.038986937
634,보안등,역삼1동 664-14,37.5053732074,127.039145384
635,보안등,역삼1동 663-28,37.5057479141,127.03948035100001
636,보안등,역삼1동 663-27,37.505701113200004,127.039326512
637,보안등,역삼1동 664-4,37.505326411999995,127.038973451
638,보안등,역삼1동 664-11,37.5050020412,127.039000426
639,보안등,역삼1동 672-19,37.5045911664,127.039049975
640,보안등,역삼1동 673-3,37.5043603934,127.039398191
641,보안등,역삼1동 672-22,37.5041478029,127.03925784
642,보안등,역삼1동 673-5,37.504068420799996,127.039538276
643,보안등,역삼1동 673-25,37.5037440089,127.039687391
644,보안등,역삼1동 673-26,37.5035998237,127.039759695
645,보안등,역삼1동 672-33,37.5036215902,127.039334469
646,보안등,역삼1동 672-28,37.5037081723,127.039076658
647,보안등,역삼1동 672-16,37.5041009986,127.039113053
648,보안등,역삼1동 672-15,37.5042487859,127.039045273
649,보안등,역삼1동 672-14,37.504396573200005,127.038977492
650,보안등,역삼1동615-1,37.5043169824,127.02718831
651,보안등,역삼1동615-2,37.504374600700004,127.02738738
652,보안등,역삼1동615-2,37.504374600700004,127.02738738
653,보안등,역삼1동 736-37,37.4993774335,127.034935355
654,보안등,역삼1동 827-32,37.4964808526,127.03116151299999
655,보안등,역삼1동 827-38,37.4967259562,127.03104853
656,보안등,역삼1동 824,37.4982652205,127.029705694
657,보안등,역삼1동 824-9,37.4975405875,127.030582954
658,보안등,역삼1동 824-9,37.4975405875,127.030582954
659,보안등,역삼1동 617-6,37.5032716558,127.027875546
660,보안등,역삼1동 680-1,37.5083102687,127.03978933799999
661,보안등,역삼1동 671-30,37.5043211459,127.038190303
662,보안등,역삼1동 664-44,37.5048616093,127.038620347
663,보안등,역삼1동 664-18,37.5050812337,127.03928999600001
664,보안등,역삼1동 792-26,37.4940069548,127.036520505
665,보안등,역삼1동615-31,37.5047381992,127.029093012
666,보안등,역삼1동614-7,37.5043489425,127.029183338
667,보안등,역삼1동615-33,37.5044823835,127.02880791
668,보안등,역삼1동614-7,37.5043489425,127.029183338
669,보안등,역삼1동615-45,37.5042553774,127.028613298
670,보안등,역삼1동615-21,37.5043924195,127.028242394
671,보안등,역삼1동616-8,37.5039455435,127.028147226
672,보안등,역삼1동616-7,37.5038482693,127.028002427
673,보안등,역삼1동615-17,37.5039997383,127.027577244
674,보안등,역삼1동615-11,37.5040682767,127.027310363
675,보안등,역삼1동617-5,37.503217640100004,127.027685527
676,보안등,역삼1동 674-5,37.504417800300004,127.04016275200001
677,보안등,역삼1동 674-7,37.5044825801,127.04043421799999
678,보안등,역삼1동 674-9,37.5042519891,127.04023956799999
679,보안등,역삼1동 674-10,37.5042915871,127.040375305
680,보안등,역삼1동 674-13,37.5040897727,127.040343529
681,보안등,역삼1동 674-15,37.5037148957,127.040515232
682,보안등,역삼1동 673-34,37.5037006216,127.040099034
683,보안등,역삼1동 673-17,37.5041800315,127.039877623
684,보안등,역삼1동 673-16,37.5043242152,127.03980984200001
685,보안등,역삼1동 673-14,37.5046161896,127.039665233
686,보안등,역삼1동 664-21,37.5053298327,127.03952537
687,보안등,역삼1동 672-12,37.5046885451,127.03883740399999
688,보안등,역삼1동 672,37.5045733245,127.03850710200001
689,보안등,역삼1동629-16,37.503172702600004,127.034140939
690,보안등,역삼1동638-6,37.5023259886,127.03333080700001
691,보안등,역삼1동664-27,37.5054486437,127.039887345
692,보안등,역삼1동697-28,37.5061316721,127.044732864
693,보안등,역삼1동620-11,37.5011163263,127.028394965
694,보안등,역삼1동639-3,37.5026609732,127.033995946
695,보안등,역삼1동643-8,37.501965024200004,127.035266791
696,보안등,역삼1동693-14,37.5081864058,127.043548781
697,보안등,역삼1동660-3,37.5055940624,127.035969706
698,보안등,역삼1동 648-12,37.500318931399995,127.03194116799999
699,보안등,역삼1동 678-29,37.5021691528,127.039383468
700,보안등,역삼1동 736-37,37.4993774335,127.034935355
701,보안등,역삼1동810,37.503863181199996,127.025826476
702,보안등,역삼1동701상록회관뒷길,37.503861723200004,127.043161745
703,보안등,역삼1동 661-15,37.5061158246,127.03857123
704,보안등,역삼1동 661-28,37.506548113499996,127.03915957
705,보안등,역삼1동 606-18,37.5064885033,127.033789579
706,보안등,역삼1동 743,37.4972329338,127.035287183
707,보안등,역삼1동 678-28,37.502309733699995,127.039311162
708,보안등,역삼1동 648-12,37.500318931399995,127.03194116799999
709,보안등,역삼1동836-17,37.4918525071,127.033968431
710,보안등,역삼1동836-42,37.4918093015,127.03381915
711,보안등,역삼1동836-41,37.4916326743,127.033923101
712,보안등,역삼1동836-40,37.4914884949,127.033986359
713,보안등,역삼1동836-39,37.4913479183,127.034054141
714,보안등,역삼1동836-38,37.4912073402,127.034126446
715,보안등,역삼1동836-21,37.4909840112,127.033705702
716,보안등,역삼1동838-5,37.4903355806,127.032656074
717,보안등,역삼1동838-7,37.4904544029,127.03305415
718,보안등,역삼1동839,37.490558832,127.033366284
719,보안등,역삼1동836-24,37.4908975929,127.033429758
720,보안등,역삼1동836-21,37.4909840112,127.033705702
721,보안등,역삼1동839-3,37.4907028568,127.033845789
722,보안등,역삼1동836-21,37.4909840112,127.033705702
723,보안등,역삼1동836-21,37.4909840112,127.033705702
724,보안등,역삼1동836-21,37.4909840112,127.033705702
725,보안등,역삼1동839-4,37.4907640707,127.034035784
726,보안등,역삼1동839-6,37.4908756882,127.03440672299999
727,보안등,역삼1동836-68,37.4911747791,127.03455612100001
728,보안등,역삼1동836-65,37.4913947288,127.0341989
729,보안등,역삼1동836-63,37.491679485,127.034067861
730,보안등,역삼1동836-63,37.491679485,127.034067861
731,보안등,역삼1동 683-6,37.508409796500004,127.043707254
732,보안등,역삼1동 683-7,37.5082944075,127.043870054
733,보안등,역삼1동 693-15,37.5077717575,127.044050711
734,보안등,역삼1동 683-8,37.5082222817,127.04399216200001
735,보안등,역삼1동 683-5,37.5084817778,127.04397421799999
736,보안등,역삼1동 683-3,37.508762916500004,127.04390652100001
737,보안등,역삼1동 683-21,37.508081654099996,127.04418209100001
738,보안등,역삼1동 683-21,37.508081654099996,127.04418209100001
739,보안등,역삼1동 683-23,37.5079986922,127.044367529
740,보안등,역삼1동 683-30,37.5077642842,127.044756458
741,보안등,역삼1동 683-13,37.508845706,127.044182541
742,보안등,역삼1동 683-13,37.508845706,127.044182541
743,보안등,역삼1동 683-13,37.508845706,127.044182541
744,보안등,역삼1동 683-15,37.5085429464,127.044241176
745,보안등,역삼1동 698-9,37.5063517942,127.04399558899999
746,보안등,역삼1동 698-18,37.5061643278,127.04414929299999
747,보안등,역삼1동 691-29,37.5059483433,127.04345700299999
748,보안등,역삼1동 691-28,37.505800593400004,127.043416201
749,보안등,역삼1동 691-26,37.5055123034,127.04333008
750,보안등,역삼1동 691-24,37.505696173000004,127.043153753
751,보안등,역삼1동 691-22,37.5059844632,127.043239874
752,보안등,역삼1동 691-13,37.5061971862,127.043004751
753,보안등,역삼1동 691-20,37.5062763573,127.04332599799999
754,보안등,역삼1동 685-6,37.507959833899996,127.042223099
755,보안등,역삼1동813-4,37.502706160100004,127.026414165
756,보안등,역삼1동813-4,37.502706160100004,127.026414165
757,보안등,역삼1동810-7,37.503160312199995,127.026210755
758,보안등,역삼1동810-7,37.503160312199995,127.026210755
759,보안등,역삼1동810-3,37.5035243644,127.02600278799999
760,보안등,역삼1동809-3,37.5038668491,127.025532429
761,보안등,역삼1동 683,37.5088820164,127.043454179
762,보안등,역삼1동 683,37.5088820164,127.043454179
763,보안등,역삼1동 683-41,37.5086187994,127.04378881
764,보안등,역삼1동 683-41,37.5086187994,127.04378881
765,보안등,역삼1동 683-41,37.5086187994,127.04378881
766,보안등,역삼1동 683-41,37.5086187994,127.04378881
767,보안등,역삼1동601-5,37.504447014899995,127.025908107
768,보안등,역삼1동601-21,37.504306369,127.02631068
769,보안등,역삼1동601-21,37.504306369,127.02631068
770,보안등,역삼1동811,37.5037404982,127.02648691
771,보안등,역삼1동810,37.503863181199996,127.025826476
772,보안등,역삼1동810-16,37.503704505500004,127.02627427899999
773,보안등,역삼1동810-14,37.503481042,127.02633753299999
774,보안등,역삼1동810-12,37.5032828006,127.02642794
775,보안등,역삼1동810-11,37.503189085900004,127.026473144
776,보안등,역삼1동813-2,37.5029043244,127.026667565
777,보안등,역삼1동812,37.5029691496,127.02687568200001
778,보안등,역삼1동812-9,37.5027204473,127.026984162
779,보안등,역삼1동812-16,37.5026231118,127.027101745
780,보안등,역삼1동813-10,37.5024970299,127.026843846
781,보안등,역삼1동813-11,37.5023528504,127.026925222
782,보안등,역삼1동619-4,37.501898726,127.02700196100001
783,보안등,역삼1동813-15,37.502298833299996,127.026735206
784,보안등,역삼1동619-2,37.5022590576,127.02730970399999
785,보안등,역삼1동619-2,37.5022590576,127.02730970399999
786,보안등,역삼1동812-15,37.502641084000004,127.027309843
787,보안등,역삼1동812-13,37.5028392853,127.02739586700001
788,보안등,역삼1동812-13,37.5028392853,127.02739586700001
789,보안등,역삼1동811-7,37.5032213681,127.02715172299999
790,보안등,역삼1동811-9,37.5031853796,127.02692552100001
791,보안등,역삼1동811-5,37.503455655399996,127.027038713
792,보안등,역삼1동616-1,37.5037078808,127.027283089
793,보안등,역삼1동811-3,37.503693579600004,127.026780941
794,보안등,역삼1동811-1,37.5036828084,127.026599985
795,보안등,역삼1동601-27,37.5040359586,127.026794635
796,보안등,역삼1동 677-22,37.5024754145,127.039623387
797,보안등,역삼1동 677-21,37.5025510152,127.039872233
798,보안등,역삼1동 677-19,37.5026986189,127.040347305
799,보안등,역삼1동 678-19,37.502353148000005,127.038809052
800,보안등,역삼1동 678-19,37.502353148000005,127.038809052
801,보안등,역삼1동 678-24,37.5020289029,127.038451511
802,보안등,역삼1동 678-12,37.5023461112,127.038284296
803,보안등,역삼1동 674-28,37.5042697636,127.040954345
804,보안등,역삼1동 674-28,37.5042697636,127.040954345
805,보안등,역삼1동 674-25,37.504111334899996,127.040524494
806,보안등,역삼1동 674-29,37.504691545,127.040633381
807,보안등,역삼1동 674-33,37.5048933561,127.040674205
808,보안등,역삼1동 674-38,37.5051456873,127.040529577
809,보안등,역삼1동 674-39,37.5050844855,127.040335017
810,보안등,역삼1동 674-3,37.5047673949,127.04014936700001
811,보안등,역삼1동 674-42,37.5052718482,127.040470835
812,보안등,역삼1동 662-12,37.505675455,127.04059772299999
813,보안등,역삼1동 664-30,37.5053548748,127.04007730000001
814,보안등,역삼1동 664-33,37.505545849499995,127.04019050000001
815,보안등,역삼1동 664-31,37.5056792198,127.040127236
816,보안등,역삼1동 664-31,37.5056792198,127.040127236
817,보안등,역삼1동 663-30,37.5058739135,127.039901143
818,보안등,역삼1동 664-23,37.5053982453,127.03971541
819,보안등,역삼1동 664-21,37.5053298327,127.03952537
820,보안등,역삼1동 674-2,37.504929602,127.040072548
821,보안등,역삼1동 674-5,37.504417800300004,127.04016275200001
822,보안등,역삼1동 685-6,37.507959833899996,127.042223099
823,보안등,역삼1동671-7,37.5040111531,127.038334908
824,보안등,역삼1동701상록회관뒷길,37.503861723200004,127.043161745
825,보안등,역삼1동833-7,37.4928007014,127.032783795
826,보안등,역삼1동833-7,37.4928007014,127.032783795
827,보안등,역삼1동833-7,37.4928007014,127.032783795
828,보안등,역삼1동833-7,37.4928007014,127.032783795
829,보안등,역삼1동608-3,37.504773188,127.033087605
830,보안등,역삼1동 797-9,37.494683677800005,127.039126234
831,보안등,역삼1동615-33,37.5044823835,127.02880791
832,보안등,역삼1동 609-1,37.5057498662,127.03312875200001
833,보안등,역삼1동672-19,37.5045911664,127.039049975
834,보안등,역삼1동637-15,37.5011909446,127.032529615
835,보안등,역삼1동812-12,37.5028140812,127.027291811
836,보안등,역삼1동601-3,37.5043822154,127.02557332
837,보안등,역삼1동637-16,37.5011369302,127.03236221600001
838,보안등,역삼1동637-19,37.500762118000004,127.032339436
839,보안등,역삼1동647-1,37.5005998523,127.032646973
840,보안등,역삼1동619-15,37.5016392611,127.0268933
841,보안등,역삼1동810-3,37.5035243644,127.02600278799999
842,보안등,역삼1동810,37.503863181199996,127.025826476
843,보안등,역삼1동810,37.503863181199996,127.025826476
844,보안등,역삼1동813,37.5028106878,127.026364441
845,보안등,역삼1동815-1,37.501098736399996,127.026544785
846,보안등,역삼1동815-4,37.500774336599996,127.02671204399999
847,보안등,역삼1동820-8,37.4992244077,127.027575488
848,보안등,역삼1동637-53,37.5016810992,127.032502685
849,보안등,역삼1동620-17,37.501026108400005,127.028878961
850,보안등,역삼1동615,37.5042521556,127.026989238
851,보안등,역삼1동 677-9,37.502972702600005,127.039822695
852,보안등,역삼1동 677-11,37.502846701399996,127.03940644299999
853,보안등,역삼1동 678-16,37.5026269433,127.03914395
854,보안등,역삼1동 678-28,37.502309733699995,127.039311162
855,보안등,역삼1동693-12,37.5078260273,127.043485235
856,보안등,역삼1동677-19,37.5026986189,127.040347305
857,보안등,역삼1동677-19,37.5026986189,127.040347305
858,보안등,역삼1동817-15,37.5002478548,127.02798298799999
859,보안등,역삼1동620-10,37.501047904,127.028168756
860,보안등,역삼1동 704-43,37.504898906,127.045234279
861,보안등,역삼1동 704-44,37.5047439643,127.04515275600001
862,보안등,역삼1동 704-45,37.504650127800005,127.04549651299999
863,보안등,역삼1동 704-45,37.504650127800005,127.04549651299999
864,보안등,역삼1동 704-30,37.504715204600004,127.044962736
865,보안등,역삼1동 704-32,37.505021511799995,127.045053398
866,보안등,역삼1동 704-34,37.5053386311,127.045144066
867,보안등,역삼1동 704-25,37.505363914499995,127.044999316
868,보안등,역삼1동830-14,37.4946894167,127.032038282
869,보안등,역삼1동830-15,37.494635400300005,127.03187542200001
870,보안등,역삼1동830-55,37.4944370373,127.032395511
871,보안등,역삼1동830-20,37.4943073467,127.032196432
872,보안등,역삼1동830-54,37.494318086999996,127.032458785
873,보안등,역삼1동830-52,37.4943901015,127.032698548
874,보안등,역삼1동830-67,37.4940981903,127.03264414200001
875,보안등,역삼1동830-7,37.495021204000004,127.031228756
876,보안등,역삼1동827-22,37.495457282800004,127.031260601
877,보안등,역삼1동827-22,37.495457282800004,127.031260601
878,보안등,역삼1동827-19,37.495601517800004,127.030980215
879,보안등,역삼1동826-35,37.496005311,127.03043305700001
880,보안등,역삼1동826-29,37.4963045125,127.030170824
881,보안등,역삼1동825-24,37.4970254198,127.029768531
882,보안등,역삼1동827-43,37.4969422746,127.03075459899999
883,보안등,역삼1동827-3,37.4967621156,127.030591683
884,보안등,역삼1동827-8,37.4964809687,127.030718223
885,보안등,역삼1동825-24,37.4970254198,127.029768531
886,보안등,역삼1동824-12,37.4973929133,127.030230066
887,보안등,역삼1동824-13,37.4975875272,127.030243715
888,보안등,역삼1동825-1,37.4976023226,127.028723845
889,보안등,역삼1동825-30,37.4973102824,127.029189646
890,보안등,역삼1동825-22,37.4972525212,127.02957863700001
891,보안등,역삼1동825-27,37.496823685,127.029406579
892,보안등,역삼1동825-26,37.4968740985,127.029578488
893,보안등,역삼1동 631-13,37.502088317600005,127.03263405
894,보안등,역삼1동 637-1,37.5014217442,127.03200949299999
895,보안등,역삼1동 636-9,37.5013029077,127.03165207299999
896,보안등,역삼1동 637-17,37.501082918099996,127.032185771
897,보안등,역삼1동 637-14,37.5013459363,127.032461827
898,보안등,역삼1동 637-18,37.500917111999996,127.032262601
899,보안등,역삼1동 647-1,37.5005998523,127.032646973
900,보안등,역삼1동 647-2,37.5006538575,127.03284603600001
901,보안등,역삼1동 637-34,37.5009348676,127.033217097
902,보안등,역삼1동 637-34,37.5009348676,127.033217097
903,보안등,역삼1동 637-46,37.501219704200004,127.03279199999999
904,보안등,역삼1동 637-44,37.5014143391,127.03272875299999
905,보안등,역삼1동 637-27,37.5016161292,127.032855504
906,보안등,역삼1동 637-35,37.5008087306,127.03320347
907,보안등,역삼1동 637-35,37.5008087306,127.03320347
908,보안등,역삼1동 636-25,37.500856104,127.031294517
909,보안등,역삼1동 636-25,37.500856104,127.031294517
910,보안등,역삼1동 636-25,37.500856104,127.031294517
911,보안등,역삼1동 648-2,37.5000307309,127.031488687
912,보안등,역삼1동 648-2,37.5000307309,127.031488687
913,보안등,역삼1동 648,37.5000272704,127.030945855
914,보안등,역삼1동 678-23,37.501960494,127.038243386
915,보안등,역삼1동 678-23,37.501960494,127.038243386
916,보안등,역삼1동 668-17,37.5023610929,127.036497431
917,보안등,역삼1동 698-27,37.505512193499996,127.04362865899999
918,보안등,역삼1동 700-28,37.5046689494,127.043365784
919,보안등,역삼1동 699-14,37.5050402496,127.04313075600001
920,보안등,역삼1동 700-21,37.5047628059,127.04294964200001
921,보안등,역삼1동 700-25,37.5046149752,127.043130512
922,보안등,역삼1동 699-13,37.5051843955,127.043171554
923,보안등,역삼1동 691-25,37.505548423,127.04311295299999
924,보안등,역삼1동 691-9,37.505602587,127.042827977
925,보안등,역삼1동 699-4,37.5052818963,127.04264231399999
926,보안등,역삼1동 699-8,37.5051016397,127.042796023
927,보안등,역삼1동 700-15,37.504766524699996,127.042632973
928,보안등,역삼1동 700-13,37.5049648207,127.042424987
929,보안등,역삼1동 689-18,37.505483853200005,127.042275991
930,보안등,역삼1동 689-18,37.505483853200005,127.042275991
931,보안등,역삼1동 691-6,37.5059414091,127.042706024
932,보안등,역삼1동 691-6,37.5059414091,127.042706024
933,보안등,역삼1동 691-4,37.506236907600005,127.04279214799999
934,보안등,역삼1동 690-45,37.5062946651,127.042534315
935,보안등,역삼1동 691-2,37.5065396141,127.04287827600001
936,보안등,역삼1동 691-1,37.5066909665,127.042923602
937,보안등,역삼1동 690-33,37.5070802907,127.042675005
938,보안등,역삼1동 685-3,37.5076571077,127.04219126
939,보안등,역삼1동 685-4,37.5077003041,127.042336054
940,보안등,역삼1동830-27,37.4941308608,127.03178474299999
941,보안등,역삼1동830-27,37.4941308608,127.03178474299999
942,보안등,역삼1동830-28,37.4942606471,127.03163100799999
943,보안등,역삼1동830-35,37.4945958651,127.031468312
944,보안등,역삼1동830-34,37.4946318583,127.031644734
945,보안등,역삼1동830-8,37.4948626052,127.031310109
946,보안등,역삼1동830-6,37.4950824233,127.031414236
947,보안등,역삼1동 647-11,37.5003582162,127.03324398299999
948,보안등,역삼1동 647-6,37.500480850500004,127.03289572
949,보안등,역삼1동 648-12,37.500318931399995,127.03194116799999
950,보안등,역삼1동 636-21,37.5006686129,127.031602045
951,보안등,역삼1동 636-11,37.501079468,127.031615789
952,보안등,역삼1동 636-2,37.5010975544,127.031366996
953,보안등,역삼1동 636-1,37.5010543469,127.031213174
954,보안등,역삼1동 685-4,37.5077003041,127.042336054
955,보안등,역삼1동 685-11,37.5077974938,127.042666365
956,보안등,역삼1동 685-12,37.5079272597,127.042607626
957,보안등,역삼1동 685-19,37.5079739808,127.042969578
958,보안등,역삼1동 685-24,37.5082514408,127.043105459
959,보안등,역삼1동 684-18,37.5085615244,127.04272561299999
