,LINK_NO,RDS_MAN_NO,RN,RN_CD,SP,EP,LUX
801,LINK_801,503,봉은사로34길,4166349,"[37.507950063985454, 127.03599504057257]","[37.50719065171188, 127.0363549359956]",0.0
802,LINK_802,503,봉은사로34길,4166349,"[37.50719065171188, 127.0363549359956]","[37.50728753063395, 127.03667711155602]",137.945
803,LINK_803,503,봉은사로34길,4166349,"[37.50728753063395, 127.03667711155602]","[37.506961708975375, 127.03698818512864]",78.568
804,LINK_804,503,봉은사로34길,4166349,"[37.506961708975375, 127.03698818512864]","[37.50675522204161, 127.03718532058474]",100.34199999999998
805,LINK_805,503,봉은사로34길,4166349,"[37.50675522204161, 127.03718532058474]","[37.50659653753696, 127.03733681989873]",131.322
806,LINK_806,503,봉은사로34길,4166349,"[37.50659653753696, 127.03733681989873]","[37.506212258308615, 127.03770369608401]",194.73899999999998
807,LINK_807,503,봉은사로34길,4166349,"[37.506212258308615, 127.03770369608401]","[37.505702916847035, 127.03793302645686]",78.568
808,LINK_808,503,봉은사로34길,4166349,"[37.505702916847035, 127.03793302645686]","[37.50519949709799, 127.03815382913164]",131.322
809,LINK_809,503,봉은사로34길,4166349,"[37.50519949709799, 127.03815382913164]","[37.50463430307936, 127.03835020373646]",28.397
810,LINK_810,504,봉은사로38길,4166351,"[37.5083177217199, 127.037189592746]","[37.50755938612182, 127.03755254336006]",48.714
811,LINK_811,504,봉은사로38길,4166351,"[37.50755938612182, 127.03755254336006]","[37.507559324243495, 127.03760766831968]",0.0
812,LINK_812,504,봉은사로38길,4166351,"[37.507559324243495, 127.03760766831968]","[37.506963714215324, 127.03789018614964]",0.0
813,LINK_813,504,봉은사로38길,4166351,"[37.506963714215324, 127.03789018614964]","[37.506353613277824, 127.038179568785]",135.362
814,LINK_814,504,봉은사로38길,4166351,"[37.506353613277824, 127.038179568785]","[37.50584425371265, 127.03840624986557]",102.925
815,LINK_815,505,봉은사로44길,4166353,"[37.50917276358988, 127.04007216890163]","[37.50840446004078, 127.04041744549757]",21.774
816,LINK_816,505,봉은사로44길,4166353,"[37.50840446004078, 127.04041744549757]","[37.50827145382926, 127.0403108012438]",74.52799999999999
817,LINK_817,505,봉은사로44길,4166353,"[37.50827145382926, 127.0403108012438]","[37.50798957869204, 127.04008480449444]",52.754
818,LINK_818,505,봉은사로44길,4166353,"[37.50798957869204, 127.04008480449444]","[37.50770881018156, 127.04035878131252]",21.774
819,LINK_819,505,봉은사로44길,4166353,"[37.50770881018156, 127.04035878131252]","[37.50716088070924, 127.04089344675279]",78.568
820,LINK_820,505,봉은사로44길,4166353,"[37.50716088070924, 127.04089344675279]","[37.506348445248214, 127.041686913379]",78.568
821,LINK_821,505,봉은사로44길,4166353,"[37.506348445248214, 127.041686913379]","[37.50627466528647, 127.04175827271784]",28.397
822,LINK_822,505,봉은사로44길,4166353,"[37.50627466528647, 127.04175827271784]","[37.50557007409796, 127.0424456719268]",28.397
823,LINK_823,505,봉은사로44길,4166353,"[37.50557007409796, 127.0424456719268]","[37.505569668511846, 127.04244606754524]",28.397
824,LINK_824,505,봉은사로44길,4166353,"[37.505569668511846, 127.04244606754524]","[37.50550352604925, 127.04280914066116]",28.397
825,LINK_825,505,봉은사로44길,4166353,"[37.50550352604925, 127.04280914066116]","[37.5054792967073, 127.04294212934408]",109.548
826,LINK_826,505,봉은사로44길,4166353,"[37.5054792967073, 127.04294212934408]","[37.50544323225676, 127.04314009686384]",81.151
827,LINK_827,505,봉은사로44길,4166353,"[37.50544323225676, 127.04314009686384]","[37.50538783048054, 127.04344419477579]",137.945
828,LINK_828,505,봉은사로44길,4166353,"[37.50538783048054, 127.04344419477579]","[37.505382368791615, 127.04347419630665]",56.794
829,LINK_829,505,봉은사로44길,4166353,"[37.505382368791615, 127.04347419630665]","[37.50532236201333, 127.04380359086626]",81.151
830,LINK_830,505,봉은사로44길,4166353,"[37.50532236201333, 127.04380359086626]","[37.50525687442018, 127.04416302024687]",137.945
831,LINK_831,1481,봉은사로44길,4166353,"[37.50538783048054, 127.04344419477579]","[37.50593219387415, 127.04360039298936]",56.794
832,LINK_832,506,봉은사로48길,4166355,"[37.50953790110009, 127.04132370661257]","[37.508771981216704, 127.04167007042469]",0.0
833,LINK_833,506,봉은사로48길,4166355,"[37.508771981216704, 127.04167007042469]","[37.50874087014704, 127.04156281055602]",135.362
834,LINK_834,506,봉은사로48길,4166355,"[37.50874087014704, 127.04156281055602]","[37.50815152423003, 127.04183799845077]",135.362
835,LINK_835,506,봉은사로48길,4166355,"[37.50815152423003, 127.04183799845077]","[37.5075297094625, 127.04212834246813]",81.151
836,LINK_836,506,봉은사로48길,4166355,"[37.5075297094625, 127.04212834246813]","[37.50720423913523, 127.04265770962955]",131.322
837,LINK_837,506,봉은사로48길,4166355,"[37.50720423913523, 127.04265770962955]","[37.507077495909186, 127.04286385416457]",28.397
838,LINK_838,506,봉은사로48길,4166355,"[37.507077495909186, 127.04286385416457]","[37.507069048756655, 127.04287757976822]",85.191
839,LINK_839,506,봉은사로48길,4166355,"[37.507069048756655, 127.04287757976822]","[37.50700172389681, 127.04298698877815]",85.191
840,LINK_840,506,봉은사로48길,4166355,"[37.50700172389681, 127.04298698877815]","[37.506792752958496, 127.04332653193279]",113.588
841,LINK_841,506,봉은사로48길,4166355,"[37.506792752958496, 127.04332653193279]","[37.5065209269879, 127.04376822238234]",56.794
842,LINK_842,907,봉은사로48길,4166355,"[37.50720423913523, 127.04265770962955]","[37.50700160182797, 127.04232851351871]",28.397
843,LINK_843,907,봉은사로48길,4166355,"[37.50700160182797, 127.04232851351871]","[37.506756063924364, 127.04192963841736]",28.397
844,LINK_844,1482,봉은사로48길,4166355,"[37.506792752958496, 127.04332653193279]","[37.5054802336497, 127.04294240129448]",56.794
845,LINK_845,1482,봉은사로48길,4166355,"[37.5054802336497, 127.04294240129448]","[37.5054792967073, 127.04294212934408]",81.151
846,LINK_846,1483,봉은사로48길,4166355,"[37.507069048756655, 127.04287757976822]","[37.50608506898689, 127.04259405473448]",85.191
847,LINK_847,1483,봉은사로48길,4166355,"[37.50608506898689, 127.04259405473448]","[37.50557007409796, 127.0424456719268]",85.191
848,LINK_848,1484,봉은사로48길,4166355,"[37.50700172389681, 127.04298698877815]","[37.50725143692446, 127.0432385021562]",113.588
849,LINK_849,1484,봉은사로48길,4166355,"[37.50725143692446, 127.0432385021562]","[37.506866163070114, 127.04386663216299]",56.794
850,LINK_850,495,봉은사로4길,4166357,"[37.504893979521604, 127.02585830356337]","[37.503865309335254, 127.02633792018119]",0.0
851,LINK_851,495,봉은사로4길,4166357,"[37.503865309335254, 127.02633792018119]","[37.50301270964507, 127.02673543212374]",81.151
852,LINK_852,495,봉은사로4길,4166357,"[37.50301270964507, 127.02673543212374]","[37.502759945396015, 127.02685328035038]",131.322
853,LINK_853,495,봉은사로4길,4166357,"[37.502759945396015, 127.02685328035038]","[37.50221332683842, 127.02710812950896]",188.11599999999999
854,LINK_854,1248,봉은사로4길,4166357,"[37.502759945396015, 127.02685328035038]","[37.50293833063015, 127.02745034796949]",188.11599999999999
855,LINK_855,507,봉은사로50길,4166358,"[37.509841371267655, 127.04236392269821]","[37.50907501431104, 127.04271483506679]",0.0
856,LINK_856,507,봉은사로50길,4166358,"[37.50907501431104, 127.04271483506679]","[37.50896302134958, 127.04327649568235]",50.171
857,LINK_857,507,봉은사로50길,4166358,"[37.50896302134958, 127.04327649568235]","[37.508619471812786, 127.04340160968236]",78.568
858,LINK_858,507,봉은사로50길,4166358,"[37.508619471812786, 127.04340160968236]","[37.508471923436154, 127.0434553409282]",78.568
859,LINK_859,507,봉은사로50길,4166358,"[37.508471923436154, 127.0434553409282]","[37.508358166805856, 127.0434967741588]",81.151
860,LINK_860,507,봉은사로50길,4166358,"[37.508358166805856, 127.0434967741588]","[37.508066614065314, 127.04397292387907]",81.151
861,LINK_861,507,봉은사로50길,4166358,"[37.508066614065314, 127.04397292387907]","[37.507359144381134, 127.04512831267756]",85.191
862,LINK_862,1776,봉은사로52길,4166360,"[37.51000238555101, 127.04291584380356]","[37.50934992101735, 127.04321864422826]",0.0
863,LINK_863,1775,봉은사로54길,4166361,"[37.51011186874271, 127.04329114924342]","[37.509103566183185, 127.04376284655666]",0.0
864,LINK_864,496,봉은사로6길,4166373,"[37.50507097641372, 127.0264400042472]","[37.50431365778661, 127.02679224765043]",0.0
865,LINK_865,496,봉은사로6길,4166373,"[37.50431365778661, 127.02679224765043]","[37.50373116729259, 127.02706317232784]",52.754
866,LINK_866,496,봉은사로6길,4166373,"[37.50373116729259, 127.02706317232784]","[37.5031931241506, 127.02732592013159]",78.568
867,LINK_867,496,봉은사로6길,4166373,"[37.5031931241506, 127.02732592013159]","[37.50293833063015, 127.02745034796949]",28.397
868,LINK_868,496,봉은사로6길,4166373,"[37.50293833063015, 127.02745034796949]","[37.50272932162395, 127.02755240980473]",56.794
869,LINK_869,496,봉은사로6길,4166373,"[37.50272932162395, 127.02755240980473]","[37.50254032311408, 127.02790028466715]",106.965
870,LINK_870,496,봉은사로6길,4166373,"[37.50254032311408, 127.02790028466715]","[37.50242405534728, 127.02811429366236]",102.925
871,LINK_871,496,봉은사로6길,4166373,"[37.50242405534728, 127.02811429366236]","[37.50229787206529, 127.02834655152424]",109.548
872,LINK_872,496,봉은사로6길,4166373,"[37.50229787206529, 127.02834655152424]","[37.5025681139614, 127.029220763349]",109.548
873,LINK_873,496,봉은사로6길,4166373,"[37.5025681139614, 127.029220763349]","[37.50257253450714, 127.02923507119377]",85.191
874,LINK_874,222,선릉로103길,4166439,"[37.50789325202955, 127.0456520678088]","[37.50758052923707, 127.0453454014425]",56.794
875,LINK_875,222,선릉로103길,4166439,"[37.50758052923707, 127.0453454014425]","[37.507359144381134, 127.04512831267756]",137.945
876,LINK_876,222,선릉로103길,4166439,"[37.507359144381134, 127.04512831267756]","[37.50709730983654, 127.04487167354124]",133.905
877,LINK_877,222,선릉로103길,4166439,"[37.50709730983654, 127.04487167354124]","[37.50707598189045, 127.04485074913407]",56.794
878,LINK_878,222,선릉로103길,4166439,"[37.50707598189045, 127.04485074913407]","[37.50682976451841, 127.04460921962676]",78.568
879,LINK_879,222,선릉로103길,4166439,"[37.50682976451841, 127.04460921962676]","[37.50662325879068, 127.04455172596762]",50.171
880,LINK_880,222,선릉로103길,4166439,"[37.50662325879068, 127.04455172596762]","[37.50578507327425, 127.04431838856605]",106.965
881,LINK_881,912,선릉로103길,4166439,"[37.50662325879068, 127.04455172596762]","[37.50639014912557, 127.04493076563936]",106.965
882,LINK_882,912,선릉로103길,4166439,"[37.50639014912557, 127.04493076563936]","[37.506049502269896, 127.04548466854057]",166.34199999999998
883,LINK_883,913,선릉로103길,4166439,"[37.50758052923707, 127.0453454014425]","[37.50692907482573, 127.04639363065552]",137.945
884,LINK_884,913,선릉로103길,4166439,"[37.50692907482573, 127.04639363065552]","[37.50671419499157, 127.04618205247186]",81.151
885,LINK_885,1486,선릉로103길,4166439,"[37.50707598189045, 127.04485074913407]","[37.50728421019323, 127.04450894652796]",78.568
886,LINK_886,1570,선릉로103길,4166439,"[37.50639014912557, 127.04493076563936]","[37.50629607340068, 127.0448641076378]",166.34199999999998
887,LINK_887,1570,선릉로103길,4166439,"[37.50629607340068, 127.0448641076378]","[37.50617642474607, 127.04482905724524]",198.77899999999997
888,LINK_888,1746,선릉로105길,4166440,"[37.508725431547006, 127.04461278590135]","[37.50838811247162, 127.04428516388501]",0.0
889,LINK_889,1746,선릉로105길,4166440,"[37.50838811247162, 127.04428516388501]","[37.508066614065314, 127.04397292387907]",81.151
890,LINK_890,221,선릉로107길,4166441,"[37.50924513021668, 127.04425268841631]","[37.509139048537996, 127.04388561667672]",21.774
891,LINK_891,221,선릉로107길,4166441,"[37.509139048537996, 127.04388561667672]","[37.509103566183185, 127.04376284655666]",102.925
892,LINK_892,221,선릉로107길,4166441,"[37.509103566183185, 127.04376284655666]","[37.509035201786475, 127.04352626582629]",102.925
893,LINK_893,221,선릉로107길,4166441,"[37.509035201786475, 127.04352626582629]","[37.50896302134958, 127.04327649568235]",106.965
894,LINK_894,221,선릉로107길,4166441,"[37.50896302134958, 127.04327649568235]","[37.50907501431104, 127.04271483506679]",78.568
895,LINK_895,221,선릉로107길,4166441,"[37.50907501431104, 127.04271483506679]","[37.50894577664425, 127.0422692432012]",50.171
896,LINK_896,221,선릉로107길,4166441,"[37.50894577664425, 127.0422692432012]","[37.508771981216704, 127.04167007042469]",56.794
897,LINK_897,221,선릉로107길,4166441,"[37.508771981216704, 127.04167007042469]","[37.50874087014704, 127.04156281055602]",135.362
898,LINK_898,802,선릉로107길,4166441,"[37.509139048537996, 127.04388561667672]","[37.50848774093856, 127.04412121223754]",102.925
899,LINK_899,802,선릉로107길,4166441,"[37.50848774093856, 127.04412121223754]","[37.50838811247162, 127.04428516388501]",81.151
900,LINK_900,1114,선릉로107길,4166441,"[37.50894577664425, 127.0422692432012]","[37.50836069342992, 127.04253691869845]",56.794
901,LINK_901,1456,선릉로107길,4166441,"[37.509035201786475, 127.04352626582629]","[37.508530407415094, 127.04370770323574]",106.965
902,LINK_902,1456,선릉로107길,4166441,"[37.508530407415094, 127.04370770323574]","[37.508471923436154, 127.0434553409282]",166.34199999999998
903,LINK_903,229,선릉로63길,4166485,"[37.49759134033657, 127.05225866131315]","[37.49730886428618, 127.05142155341736]",0.0
904,LINK_904,229,선릉로63길,4166485,"[37.49730886428618, 127.05142155341736]","[37.497047970668454, 127.0506484263945]",24.357
905,LINK_905,228,선릉로69길,4166489,"[37.4987803760649, 127.05169751462569]","[37.498627947466154, 127.05124437630012]",0.0
906,LINK_906,228,선릉로69길,4166489,"[37.498627947466154, 127.05124437630012]","[37.49850067781828, 127.0508660743314]",46.131
907,LINK_907,228,선릉로69길,4166489,"[37.49850067781828, 127.0508660743314]","[37.49773068995301, 127.04857726453449]",24.357
908,LINK_908,884,선릉로69길,4166489,"[37.498627947466154, 127.05124437630012]","[37.497736441069186, 127.05165877422031]",46.131
909,LINK_909,884,선릉로69길,4166489,"[37.497736441069186, 127.05165877422031]","[37.49762144627324, 127.05127587032007]",24.357
910,LINK_910,885,선릉로69길,4166489,"[37.49850067781828, 127.0508660743314]","[37.49762144627324, 127.05127587032007]",24.357
911,LINK_911,885,선릉로69길,4166489,"[37.49762144627324, 127.05127587032007]","[37.49730886428618, 127.05142155341736]",0.0
912,LINK_912,227,선릉로85길,4166494,"[37.50295458900121, 127.04971935708927]","[37.50266806092148, 127.04883188134764]",24.357
913,LINK_913,227,선릉로85길,4166494,"[37.50266806092148, 127.04883188134764]","[37.50170132463754, 127.045837813491]",21.774
914,LINK_914,226,선릉로87길,4166496,"[37.50337068615379, 127.0495247300727]","[37.502995610784986, 127.04830919025517]",0.0
915,LINK_915,226,선릉로87길,4166496,"[37.502995610784986, 127.04830919025517]","[37.50282615044311, 127.04824239358678]",0.0
916,LINK_916,225,선릉로89길,4166497,"[37.50373104567152, 127.04935616752519]","[37.503186791243905, 127.0475815528755]",0.0
917,LINK_917,1745,선릉로91길,4166500,"[37.505141846828494, 127.04868052684036]","[37.50459235539977, 127.04688797536129]",0.0
918,LINK_918,224,선릉로93길,4166502,"[37.505647860518756, 127.04844927761731]","[37.50546296264253, 127.04788582490934]",24.357
919,LINK_919,224,선릉로93길,4166502,"[37.50546296264253, 127.04788582490934]","[37.50533556027367, 127.04749720225512]",78.568
920,LINK_920,224,선릉로93길,4166502,"[37.50533556027367, 127.04749720225512]","[37.50524180527596, 127.04721122523856]",50.171
921,LINK_921,224,선릉로93길,4166502,"[37.50524180527596, 127.04721122523856]","[37.504809906386114, 127.04678092597591]",28.397
922,LINK_922,224,선릉로93길,4166502,"[37.504809906386114, 127.04678092597591]","[37.50433544525526, 127.045238133629]",74.52799999999999
923,LINK_923,224,선릉로93길,4166502,"[37.50433544525526, 127.045238133629]","[37.503928469222345, 127.04391485887987]",24.357
924,LINK_924,223,선릉로99길,4166505,"[37.50689839530778, 127.04726859347059]","[37.50637666317, 127.04677405677893]",28.397
925,LINK_925,223,선릉로99길,4166505,"[37.50637666317, 127.04677405677893]","[37.506107317313095, 127.04651879054896]",56.794
926,LINK_926,223,선릉로99길,4166505,"[37.506107317313095, 127.04651879054896]","[37.50582673050168, 127.0462527978034]",78.568
927,LINK_927,718,언주로100길,4166558,"[37.505907377846896, 127.04115928029384]","[37.50627466528647, 127.04175827271784]",24.357
928,LINK_928,718,언주로100길,4166558,"[37.50627466528647, 127.04175827271784]","[37.506348445248214, 127.041686913379]",28.397
929,LINK_929,718,언주로100길,4166558,"[37.506348445248214, 127.041686913379]","[37.506594953551996, 127.04209602146842]",28.397
930,LINK_930,718,언주로100길,4166558,"[37.506594953551996, 127.04209602146842]","[37.50659603415853, 127.04209774115273]",28.397
931,LINK_931,718,언주로100길,4166558,"[37.50659603415853, 127.04209774115273]","[37.507077495909186, 127.04286385416457]",28.397
932,LINK_932,1569,언주로100길,4166558,"[37.50659603415853, 127.04209774115273]","[37.50608599878795, 127.04258895452965]",28.397
933,LINK_933,1569,언주로100길,4166558,"[37.50608599878795, 127.04258895452965]","[37.50608506898689, 127.04259405473448]",85.191
934,LINK_934,166,언주로103길,4166559,"[37.506945582118384, 127.04017264311294]","[37.50673768763746, 127.03947268016864]",0.0
935,LINK_935,166,언주로103길,4166559,"[37.50673768763746, 127.03947268016864]","[37.50655662821754, 127.0388630889027]",52.754
936,LINK_936,166,언주로103길,4166559,"[37.50655662821754, 127.0388630889027]","[37.50645657932693, 127.03852622060856]",85.191
937,LINK_937,166,언주로103길,4166559,"[37.50645657932693, 127.03852622060856]","[37.506353613277824, 127.038179568785]",56.794
938,LINK_938,166,언주로103길,4166559,"[37.506353613277824, 127.038179568785]","[37.506212258308615, 127.03770369608401]",102.925
939,LINK_939,166,언주로103길,4166559,"[37.506212258308615, 127.03770369608401]","[37.506115950416884, 127.03737947702038]",78.568
940,LINK_940,166,언주로103길,4166559,"[37.506115950416884, 127.03737947702038]","[37.50608025326842, 127.03725929345804]",85.191
941,LINK_941,166,언주로103길,4166559,"[37.50608025326842, 127.03725929345804]","[37.506014979190134, 127.0370395472986]",56.794
942,LINK_942,166,언주로103길,4166559,"[37.506014979190134, 127.0370395472986]","[37.50595281902742, 127.03683026452306]",85.191
943,LINK_943,166,언주로103길,4166559,"[37.50595281902742, 127.03683026452306]","[37.50591355693222, 127.03669811408213]",109.548
944,LINK_944,166,언주로103길,4166559,"[37.50591355693222, 127.03669811408213]","[37.50582821853846, 127.03641081772213]",133.905
945,LINK_945,166,언주로103길,4166559,"[37.50582821853846, 127.03641081772213]","[37.50581306079567, 127.03635979239999]",133.905
946,LINK_946,166,언주로103길,4166559,"[37.50581306079567, 127.03635979239999]","[37.505713094754704, 127.03602325880615]",137.945
947,LINK_947,166,언주로103길,4166559,"[37.505713094754704, 127.03602325880615]","[37.50570988135048, 127.03601244522423]",85.191
948,LINK_948,166,언주로103길,4166559,"[37.50570988135048, 127.03601244522423]","[37.505601786215784, 127.03564855065254]",85.191
949,LINK_949,900,언주로103길,4166559,"[37.50645657932693, 127.03852622060856]","[37.50595001885629, 127.03876036548124]",56.794
950,LINK_950,1259,언주로103길,4166559,"[37.506115950416884, 127.03737947702038]","[37.506545076382686, 127.03717523400258]",85.191
951,LINK_951,1259,언주로103길,4166559,"[37.506545076382686, 127.03717523400258]","[37.50659653753696, 127.03733681989873]",194.73899999999998
952,LINK_952,199,언주로104길,4166560,"[37.506945582118384, 127.04017264311294]","[37.50716088070924, 127.04089344675279]",0.0
953,LINK_953,199,언주로104길,4166560,"[37.50716088070924, 127.04089344675279]","[37.507308703558365, 127.04138836960779]",78.568
954,LINK_954,199,언주로104길,4166560,"[37.507308703558365, 127.04138836960779]","[37.50732117728575, 127.04143012135604]",56.794
955,LINK_955,199,언주로104길,4166560,"[37.50732117728575, 127.04143012135604]","[37.50745826126376, 127.04188911999545]",56.794
956,LINK_956,199,언주로104길,4166560,"[37.50745826126376, 127.04188911999545]","[37.5075297094625, 127.04212834246813]",74.52799999999999
957,LINK_957,199,언주로104길,4166560,"[37.5075297094625, 127.04212834246813]","[37.50763269157053, 127.04247315031586]",131.322
958,LINK_958,199,언주로104길,4166560,"[37.50763269157053, 127.04247315031586]","[37.50773037199424, 127.04280022205386]",109.548
959,LINK_959,199,언주로104길,4166560,"[37.50773037199424, 127.04280022205386]","[37.50779718366457, 127.04302391500174]",81.151
960,LINK_960,199,언주로104길,4166560,"[37.50779718366457, 127.04302391500174]","[37.50792926676846, 127.04313524524756]",81.151
961,LINK_961,199,언주로104길,4166560,"[37.50792926676846, 127.04313524524756]","[37.508358166805856, 127.0434967741588]",81.151
962,LINK_962,904,언주로104길,4166560,"[37.50732117728575, 127.04143012135604]","[37.50794190988226, 127.04113763417824]",56.794
963,LINK_963,905,언주로104길,4166560,"[37.507308703558365, 127.04138836960779]","[37.506756063924364, 127.04192963841736]",56.794
964,LINK_964,906,언주로104길,4166560,"[37.50745826126376, 127.04188911999545]","[37.50700160182797, 127.04232851351871]",74.52799999999999
965,LINK_965,198,언주로106길,4166561,"[37.50770881018156, 127.04035878131252]","[37.5078065506879, 127.04068534170908]",78.568
966,LINK_966,198,언주로106길,4166561,"[37.5078065506879, 127.04068534170908]","[37.50794190988226, 127.04113763417824]",85.191
967,LINK_967,198,언주로106길,4166561,"[37.50794190988226, 127.04113763417824]","[37.50815152423003, 127.04183799845077]",28.397
968,LINK_968,198,언주로106길,4166561,"[37.50815152423003, 127.04183799845077]","[37.50836069342992, 127.04253691869845]",81.151
969,LINK_969,198,언주로106길,4166561,"[37.50836069342992, 127.04253691869845]","[37.50846463752008, 127.04288423100321]",81.151
970,LINK_970,198,언주로106길,4166561,"[37.50846463752008, 127.04288423100321]","[37.508619471812786, 127.04340160968236]",28.397
971,LINK_971,1628,언주로106길,4166561,"[37.50846463752008, 127.04288423100321]","[37.50792926676846, 127.04313524524756]",28.397
972,LINK_972,165,언주로107길,4166562,"[37.50777081252229, 127.03937288314808]","[37.507558173849894, 127.03867367013271]",24.357
973,LINK_973,165,언주로107길,4166562,"[37.507558173849894, 127.03867367013271]","[37.507559324243495, 127.03760766831968]",28.397
974,LINK_974,165,언주로107길,4166562,"[37.507559324243495, 127.03760766831968]","[37.50755938612182, 127.03755254336006]",0.0
975,LINK_975,165,언주로107길,4166562,"[37.50755938612182, 127.03755254336006]","[37.50741987669665, 127.037103288775]",0.0
976,LINK_976,165,언주로107길,4166562,"[37.50741987669665, 127.037103288775]","[37.50728753063395, 127.03667711155602]",28.397
977,LINK_977,165,언주로107길,4166562,"[37.50728753063395, 127.03667711155602]","[37.50719065171188, 127.0363549359956]",78.568
978,LINK_978,165,언주로107길,4166562,"[37.50719065171188, 127.0363549359956]","[37.50708919028201, 127.03601752466972]",137.945
979,LINK_979,165,언주로107길,4166562,"[37.50708919028201, 127.03601752466972]","[37.50706062032175, 127.03592253068851]",113.588
980,LINK_980,165,언주로107길,4166562,"[37.50706062032175, 127.03592253068851]","[37.50687465270264, 127.03530409880459]",113.588
981,LINK_981,1330,언주로107길,4166562,"[37.50741987669665, 127.037103288775]","[37.50705883096607, 127.03727558258984]",28.397
982,LINK_982,1330,언주로107길,4166562,"[37.50705883096607, 127.03727558258984]","[37.506961708975375, 127.03698818512864]",85.191
983,LINK_983,197,언주로108길,4166563,"[37.50777081252229, 127.03937288314808]","[37.50798957869204, 127.04008480449444]",24.357
984,LINK_984,197,언주로108길,4166563,"[37.50798957869204, 127.04008480449444]","[37.50827145382926, 127.0403108012438]",21.774
985,LINK_985,197,언주로108길,4166563,"[37.50827145382926, 127.0403108012438]","[37.50840446004078, 127.04041744549757]",52.754
986,LINK_986,197,언주로108길,4166563,"[37.50840446004078, 127.04041744549757]","[37.508506500211226, 127.04076486717337]",74.52799999999999
987,LINK_987,197,언주로108길,4166563,"[37.508506500211226, 127.04076486717337]","[37.50859440082701, 127.04106411232891]",52.754
988,LINK_988,197,언주로108길,4166563,"[37.50859440082701, 127.04106411232891]","[37.508682768648356, 127.04136499841029]",137.945
989,LINK_989,197,언주로108길,4166563,"[37.508682768648356, 127.04136499841029]","[37.50874087014704, 127.04156281055602]",220.55299999999997
990,LINK_990,1488,언주로108길,4166563,"[37.508506500211226, 127.04076486717337]","[37.50927082608127, 127.04040827002663]",52.754
991,LINK_991,1489,언주로108길,4166563,"[37.50859440082701, 127.04106411232891]","[37.50935887989768, 127.04071010795056]",137.945
992,LINK_992,1490,언주로108길,4166563,"[37.508682768648356, 127.04136499841029]","[37.5094462129829, 127.04100943531836]",220.55299999999997
993,LINK_993,178,언주로63길,4166606,"[37.49492856574819, 127.0463730040926]","[37.494641813728094, 127.04543752019674]",0.0
994,LINK_994,178,언주로63길,4166606,"[37.494641813728094, 127.04543752019674]","[37.49459129277221, 127.04527269833969]",24.357
995,LINK_995,178,언주로63길,4166606,"[37.49459129277221, 127.04527269833969]","[37.49444023246429, 127.044779919287]",46.131
996,LINK_996,178,언주로63길,4166606,"[37.49444023246429, 127.044779919287]","[37.49426462880229, 127.04420705624024]",48.714
997,LINK_997,178,언주로63길,4166606,"[37.49426462880229, 127.04420705624024]","[37.49415613164153, 127.04385314490857]",24.357
998,LINK_998,178,언주로63길,4166606,"[37.49415613164153, 127.04385314490857]","[37.494032280161576, 127.04344912039151]",0.0
999,LINK_999,1344,언주로63길,4166606,"[37.49459129277221, 127.04527269833969]","[37.49437792363073, 127.04537916328056]",46.131
1000,LINK_1000,177,언주로65길,4166607,"[37.49556005221546, 127.04607937986601]","[37.495274838178794, 127.045120663153]",0.0
1001,LINK_1001,177,언주로65길,4166607,"[37.495274838178794, 127.045120663153]","[37.49509746972016, 127.04452447455515]",24.357
1002,LINK_1002,177,언주로65길,4166607,"[37.49509746972016, 127.04452447455515]","[37.49502673746935, 127.04428672600937]",24.357
1003,LINK_1003,177,언주로65길,4166607,"[37.49502673746935, 127.04428672600937]","[37.49498152617, 127.04413476442137]",24.357
1004,LINK_1004,177,언주로65길,4166607,"[37.49498152617, 127.04413476442137]","[37.49487408555772, 127.0437736358401]",24.357
1005,LINK_1005,177,언주로65길,4166607,"[37.49487408555772, 127.0437736358401]","[37.494866067293, 127.04374667282265]",0.0
1006,LINK_1006,177,언주로65길,4166607,"[37.494866067293, 127.04374667282265]","[37.49478868303212, 127.04348656593716]",0.0
1007,LINK_1007,177,언주로65길,4166607,"[37.49478868303212, 127.04348656593716]","[37.494686586040544, 127.04314341069781]",0.0
1008,LINK_1008,1346,언주로65길,4166607,"[37.49498152617, 127.04413476442137]","[37.49514623104443, 127.04405373342851]",24.357
1009,LINK_1009,1346,언주로65길,4166607,"[37.49514623104443, 127.04405373342851]","[37.49504214075068, 127.04369584017692]",0.0
1010,LINK_1010,1346,언주로65길,4166607,"[37.49504214075068, 127.04369584017692]","[37.49487408555772, 127.0437736358401]",0.0
1011,LINK_1011,176,언주로67길,4166609,"[37.496152454081226, 127.04580567545293]","[37.49586592367911, 127.0448434571967]",0.0
1012,LINK_1012,176,언주로67길,4166609,"[37.49586592367911, 127.0448434571967]","[37.49571909640864, 127.0443504129593]",24.357
1013,LINK_1013,176,언주로67길,4166609,"[37.49571909640864, 127.0443504129593]","[37.495660683492225, 127.04415426121945]",0.0
1014,LINK_1014,176,언주로67길,4166609,"[37.495660683492225, 127.04415426121945]","[37.495656039971315, 127.04413864193508]",21.774
1015,LINK_1015,176,언주로67길,4166609,"[37.495656039971315, 127.04413864193508]","[37.495554826685144, 127.04379879563999]",21.774
1016,LINK_1016,176,언주로67길,4166609,"[37.495554826685144, 127.04379879563999]","[37.495543604711756, 127.04376108778223]",46.131
