,SIG_CD,RDS_MAN_NO,RDS_MAN_NO2,RN_CD,RN,LAT,LNG,밝기
1929,11680,1543,1,4166208,논현로97길,37.502276629266746,127.03364351939688,113.588
1930,11680,1543,2,4166208,논현로97길,37.50191066951804,127.03364802197572,52.754
1931,11680,1543,3,4166208,논현로97길,37.501908912005355,127.0336501021077,52.754
1932,11680,1544,0,4166208,논현로97길,37.50273535533644,127.03506690998644,85.191
1933,11680,1544,1,4166208,논현로97길,37.50262217123701,127.034686472199,52.754
1934,11680,1544,2,4166208,논현로97길,37.50310668512015,127.03445371415907,56.794
1935,11680,1545,0,4166208,논현로97길,37.50282074743285,127.0334912579878,113.588
1936,11680,1545,1,4166208,논현로97길,37.503324037092256,127.03325350081488,28.397
1937,11680,1548,0,4166339,봉은사로20길,37.503767192645405,127.03261127836932,109.548
1938,11680,1548,1,4166339,봉은사로20길,37.50389444739423,127.03302773405588,141.98499999999999
1939,11680,1548,2,4166339,봉은사로20길,37.503958294944134,127.03308465881737,141.98499999999999
1940,11680,1548,3,4166339,봉은사로20길,37.5041399828643,127.03324665334459,137.945
1941,11680,1550,0,4166341,봉은사로22길,37.50370445553347,127.03171053551495,52.754
1942,11680,1550,1,4166341,봉은사로22길,37.503695357633006,127.03127584269855,56.794
1943,11680,1550,2,4166341,봉은사로22길,37.50369081694306,127.03105909573264,56.794
1944,11680,1550,3,4166341,봉은사로22길,37.503690952155,127.03105884697851,56.794
1945,11680,1550,4,4166341,봉은사로22길,37.50389903387831,127.03067522166668,56.794
1946,11680,1550,5,4166341,봉은사로22길,37.50407609706024,127.03034878569616,56.794
1947,11680,1551,0,4166718,테헤란로13길,37.50325766324377,127.03069176665123,85.191
1948,11680,1551,1,4166718,테헤란로13길,37.503690952155,127.03105884697851,56.794
1949,11680,1568,0,3122008,역삼로,37.50221199991229,127.0559321445345,0.0
1950,11680,1568,1,3122008,역삼로,37.501578015637456,127.05625669689768,0.0
1951,11680,1569,0,4166558,언주로100길,37.50659603415853,127.04209774115273,28.397
1952,11680,1569,1,4166558,언주로100길,37.50608599878795,127.04258895452965,85.191
1953,11680,1569,2,4166558,언주로100길,37.50608506898689,127.04259405473448,85.191
1954,11680,1570,0,4166439,선릉로103길,37.50639014912557,127.04493076563936,166.34199999999998
1955,11680,1570,1,4166439,선릉로103길,37.50629607340068,127.0448641076378,198.77899999999997
1956,11680,1570,2,4166439,선릉로103길,37.50617642474607,127.04482905724524,113.588
1957,11680,1581,0,4166203,논현로87길,37.49965940386486,127.0355273293939,85.191
1958,11680,1581,1,4166203,논현로87길,37.49915555857704,127.0357689948925,28.397
1959,11680,1581,2,4166203,논현로87길,37.49903982678446,127.03598066398588,135.362
1960,11680,1624,0,4166721,테헤란로19길,37.50153624888425,127.03315359724434,85.191
1961,11680,1624,1,4166721,테헤란로19길,37.501527475088956,127.03312571154758,85.191
1962,11680,1624,2,4166721,테헤란로19길,37.50147783217106,127.032967932301,56.794
1963,11680,1624,3,4166721,테헤란로19길,37.50145264401269,127.03288787753976,85.191
1964,11680,1624,4,4166721,테헤란로19길,37.501434774259,127.03283108714065,85.191
1965,11680,1624,5,4166721,테헤란로19길,37.50152198392674,127.03278943821869,56.794
1966,11680,1624,6,4166721,테헤란로19길,37.50157816819686,127.03276293048285,85.191
1967,11680,1624,7,4166721,테헤란로19길,37.5016583581291,127.03272480692631,106.965
1968,11680,1625,0,4166721,테헤란로19길,37.50152198392674,127.03278943821869,56.794
